,id,title,duration[s],comment number,comment number normalize
31,1TKyrWGZuEc,【３/９】ミクちゃん限定歌枠【ミクちゃんの日】,7086,0,0.0
32,pq-bf58jccQ,【RFA】BMI13赤子、ムキムキ化計画【小城夜みるく #おぎゃマッチョ】,5515,1789,0.32438803263825927
33,QbMbuaIt53Y,【NieR:Automata】機械生命体を一匹残らず殲滅する【１周目】,18493,1803,0.09749634997025902
34,-BGD6WFrJe4,目に見えて痩せたので奮発してピザを頼む枠,22620,5042,0.2229000884173298
35,JH079IUVPgk,ママ,764,0,0.0
36,HIp1gz08-9c,【祝５ｋ突破】感謝の配信！！！！【重大告知あり】,5433,3152,0.5801582919197497
37,HG-v_YZ4Baw,ご報告,3478,1353,0.3890166762507188
38,A72VC0gLkQI,みんなでゲーム探索しよ～,4703,0,0.0
39,1kPSgNmAMtM,にゃんにゃんにゃーん,6546,0,0.0
40,j_NhxVuH3gk,【深層47コラボ：視聴者参加型Valheim】やりがいのある肉体労働に喜びを感じろ。【小城夜みるく視点】,11174,1121,0.10032217648111688
41,s2nwZtx89Zk,#3【Pokémon LEGENDS アルセウス】ヒスイ地方を駆け回る！【小城夜みるく】,7705,1020,0.13238157040882545
42,-s8cOBhKN34,かわいいあかちゃんとおはなししよ～,6056,1997,0.3297556142668428
43,wt6JpyVsBTU,【初音ミクVRフューチャーライブ】今、”そちら”へ向かうね【小城夜みるく】,5767,1253,0.2172706779954916
44,WyV_3sBPW8g,【同時視聴】おいしーなタウンでドカ食い気絶部！【#2 デリシャスパーティ】,7687,1447,0.1882398855210095
45,uN90pF4TAd0,【＃新人すし】おぎゃノラ、回らない寿司屋へ【小城夜みるく視点】,7103,3856,0.5428692101928763
46,LFJi28AMaRQ,【視聴者参加型】命がけの労働【サーモンラン】,6632,939,0.14158624849215923
47,6DOq2zp6s14,【#2 Pokémon LEGENDS アルセウス】ヒスイ地方を駆け回る！【小城夜みるく】,13017,1981,0.15218560344165322
48,m3uz_CTwc-4,【#1 Pokémon LEGENDS アルセウス】ヒスイ地方を並走プレイで駆け巡る！【小城夜みるく】,11062,1449,0.13098897125293799
49,9udRd-Nr3JE,トラブルにより突発ポケモン歌枠,2640,1457,0.5518939393939394
50,IYJov5DUPZQ,【同時視聴】おいしーなタウンでドカ食い気絶部！【#1 デリシャスパーティ】,6594,1940,0.29420685471640884
51,6fWOauxrI10,【2/3】赤子、生まれる【誕生日】,4726,3051,0.6455776555226407
52,Gx7v3qoTNKg,赤子とはなそ！,10988,3800,0.3458318165271205
53,SuhYP82iUEE,【Phasmophobia】おぎゃノラ幽霊調査団！【#おぎゃノラ】,7055,1403,0.1988660524450744
54,0S3bBfqW8wc,【4000人耐久】BMI13のそこぢから、みせつけたる【大食い】,11796,0,0.0
55,HInyzLNanX0,【DAEMON X MACHINA】デストロイヤー・小城夜【小城夜みるく】,12827,1290,0.10056911202931317
56,_iK0IqGO2GU,【厄年】赤子とはなそ♪【雑談】,6543,2061,0.3149931224209078
57,L9E9eqboGDQ,BABU&#39;S キッチン【cooking simulator】,7222,1435,0.198698421489892
58,ZuFuW1xUQ0w,【夜勤事件】赤子、ついに社会へ出る【小城夜みるく】,7464,1640,0.21972132904608788
59,imiOxXFx7qk,【スマブラSP】敗北を知りたい【視聴者参加型】,8076,2043,0.2529717682020802
60,QsewozjVVHI,【#1 NEEDY GIRL OVERDOSE】インターネットエンジェル参上！【小城夜みるく】,7920,2020,0.255050505050505
61,vG7HMsU3KLc,【APEX】よちよち歩きでゆく！【指示厨大歓迎】,10863,1778,0.16367485961520759
62,_3l4DgFrIG0,【#おぎゃノラ】新人同期組がオーディションを振り返る！【深層組】,5762,3448,0.5984033321763277
63,yvNcLc9jC1o,【廃墟】オタクはみな、廃墟が好き。【Homesick】,8225,1308,0.1590273556231003
64,ZfJApcdy_b4,【雑談】𝑳𝑶𝑽𝑬 𝑎𝑛𝑑 𝙆𝙞𝙨𝙨 ...❤︎,4205,1209,0.28751486325802617
65,jiW29RDj5Tc,謝罪,1353,763,0.5639320029563932
66,fLjPD84nTp8,【DIVAFT】限界赤子によるミクちゃん講座【初音ミク Project DIVA Future Tone】,10527,2060,0.19568728032677876
67,dnVte6qIv-o,【DIVAFT】初音ミクガチ恋リアコ勢の赤子による【初音ミク Project DIVA Future Tone】,5367,1705,0.31768213154462455
68,zhjWdmY9jxc,餅たびるざつだん,6912,2392,0.3460648148148148
69,iD0hjWHMZCE,【喃語以外禁止】みんなでおぎゃればこわくない【ここだけ託児所】,1467,877,0.5978186775732788
70,9zfpuu_j4bU,初心 ~うぶこころ~ 忘るべからず・・・,4223,1781,0.4217381008761544
71,wy697nwU3_8,【MHRise】赤子が斬る！☆５～【小城夜みるく】,23740,1957,0.08243470935130581
72,qkelxWqVqGI,うたうたう,5837,836,0.14322425903717664
73,qmlgntokymI,【漢字】赤子、ホイ卒めざす【English】,4093,909,0.22208648912777915
74,_hMo_svEj8s,口外無用でおねがいいたします,1686,962,0.5705812574139977
75,OHqhDiB_Apw,【村クエ】#２ 赤子がゆく！モンハンライズ【MHRise】,23380,3106,0.1328485885372113
76,OgbMNsvHqBg,【祝】みんなありがとう【収益化】,4289,1217,0.2837491256703194
77,xVnDOUqMnK4,【村クエ】赤子がゆく！モンハンライズ【MHRise】,23916,1680,0.07024586051179127
78,u5AhcOcQ6hM,【ねむくなるまで】赤ちゃんが般若心経唱えてみた【耐久】,13217,2286,0.1729590678671408
79,1zzf2p_Jes4,５分でおわる赤子の生存報告,1269,743,0.5855003940110323
